0.0 26714.863022 0.0 0 0 0.0 0.0 []
0.248785 	 26567.288897 	 0.245767 	 1 	 1 	 255.63 	 22.170926 	 [16, 19, 20, 26]
0.203603 	 26473.661121 	 0.112994 	 1 	 2 	 107.97 	 26.768555 	 [6, 36, 44, 45]
0.199083 	 26359.730361 	 0.223163 	 1 	 3 	 102.99 	 15.342390 	 [10, 12, 14, 28]
0.187732 	 26267.273905 	 0.138418 	 1 	 4 	 108.69 	 19.384438 	 [80, 81, 89, 91]
0.169989 	 26187.525808 	 0.107345 	 2 	 4 	 114.69 	 22.550973 	 [74, 78, 81, 82]
0.164583 	 26096.061187 	 0.206215 	 2 	 4 	 94.62 	 11.716639 	 [9, 11, 14, 42]
0.163881 	 26010.830558 	 0.163842 	 4 	 3 	 92.26 	 13.636587 	 [23, 26, 75, 78]
0.158601 	 25923.136943 	 0.203390 	 5 	 3 	 90.01 	 11.162885 	 [16, 17, 47, 91]
0.155840 	 25855.285737 	 0.087568 	 5 	 3 	 89.17 	 21.746467 	 [6, 29, 57, 58]
0.154531 	 25775.289775 	 0.163846 	 8 	 2 	 85.03 	 12.301172 	 [8, 10, 17, 24]
